 % CIE 1951 Scotopic response from http://cvrl.ioo.ucl.ac.uk
 380e-9 5.890e-004
 385e-9 1.108e-003
 390e-9 2.209e-003
 395e-9 4.530e-003
 400e-9 9.290e-003
 405e-9 1.852e-002
 410e-9 3.484e-002
 415e-9 6.040e-002
 420e-9 9.660e-002
 425e-9 1.436e-001
 430e-9 1.998e-001
 435e-9 2.625e-001
 440e-9 3.281e-001
 445e-9 3.931e-001
 450e-9 4.550e-001
 455e-9 5.130e-001
 460e-9 5.670e-001
 465e-9 6.200e-001
 470e-9 6.760e-001
 475e-9 7.340e-001
 480e-9 7.930e-001
 485e-9 8.510e-001
 490e-9 9.040e-001
 495e-9 9.490e-001
 500e-9 9.820e-001
 505e-9 9.980e-001
 510e-9 9.970e-001
 515e-9 9.750e-001
 520e-9 9.350e-001
 525e-9 8.800e-001
 530e-9 8.110e-001
 535e-9 7.330e-001
 540e-9 6.500e-001
 545e-9 5.640e-001
 550e-9 4.810e-001
 555e-9 4.020e-001
 560e-9 3.288e-001
 565e-9 2.639e-001
 570e-9 2.076e-001
 575e-9 1.602e-001
 580e-9 1.212e-001
 585e-9 8.990e-002
 590e-9 6.550e-002
 595e-9 4.690e-002
 600e-9 3.315e-002
 605e-9 2.312e-002
 610e-9 1.593e-002
 615e-9 1.088e-002
 620e-9 7.370e-003
 625e-9 4.970e-003
 630e-9 3.335e-003
 635e-9 2.235e-003
 640e-9 1.497e-003
 645e-9 1.005e-003
 650e-9 6.770e-004
 655e-9 4.590e-004
 660e-9 3.129e-004
 665e-9 2.146e-004
 670e-9 1.480e-004
 675e-9 1.026e-004
 680e-9 7.150e-005
 685e-9 5.010e-005
 690e-9 3.533e-005
 695e-9 2.501e-005
 700e-9 1.780e-005
 705e-9 1.273e-005
 710e-9 9.140e-006
 715e-9 6.600e-006
 720e-9 4.780e-006
 725e-9 3.482e-006
 730e-9 2.546e-006
 735e-9 1.870e-006
 740e-9 1.379e-006
 745e-9 1.022e-006
 750e-9 7.600e-007
 755e-9 5.670e-007
 760e-9 4.250e-007
 765e-9 3.196e-007
 770e-9 2.413e-007
 775e-9 1.829e-007
 780e-9 1.390e-007
