% from http://speclib.jpl.nasa.gov/speclibdata/jhu.becknic.manmade.construction.brick.solid.0412uuu.spectrum.txt
%
% Name:  Weathered Red Brick 
% Type:  Manmade materials
% Class:  General Construction Materials
% Subclass:  Bricks
% Particle Size: Solid
% Sample No.:  0412UUUBRK
% Owner: National Photographic Interpretation Center 
% Wavelength Range:  All
% Origin: Spectra obtained from the Noncoventional Exploitation Factors 
% Data System of the National Photographic Interpretation Center.
% Description:  General fabrication construction brick. Brick was 
% smooth, weathered, and red in color.
% 
% 
% 
% 
% Measurement:  Directional (10 Degree) Hemispherical Reflectance
% First Column:  X
% Second Column:  Y  
% X Units:  Wavelength (micrometers)
% Y Units:  Reflectance (percent)
% First X Value: 0.3
% Last X Value: 12.5
% Number of X Values: 536
% Additional Information:  None

%
% MODIFIED FOR WAVELENGTH IN NM AND REFLECTANCE AS A FRACTION
% 
0.3e-6     2.7e-2
0.302e-6	2.8e-2
0.304e-6	2.81e-2
0.306e-6	2.82e-2
0.308e-6	2.83e-2
0.31e-6	2.84e-2
0.312e-6	2.86e-2
0.314e-6	2.87e-2
0.316e-6	2.88e-2
0.318e-6	2.85e-2
0.32e-6	2.83e-2
0.322e-6	2.84e-2
0.324e-6	2.85e-2
0.326e-6	2.87e-2
0.328e-6	2.87e-2
0.33e-6	2.88e-2
0.332e-6	2.89e-2
0.334e-6	2.9e-2
0.336e-6	2.91e-2
0.338e-6	2.91e-2
0.34e-6	2.92e-2
0.342e-6	2.93e-2
0.344e-6	2.94e-2
0.346e-6	2.95e-2
0.348e-6	2.96e-2
0.35e-6	2.97e-2
0.352e-6	2.98e-2
0.354e-6	2.99e-2
0.356e-6	3e-2
0.358e-6	3.01e-2
0.36e-6	3.03e-2
0.362e-6	3.04e-2
0.364e-6	3.05e-2
0.366e-6	3.07e-2
0.368e-6	3.08e-2
0.37e-6	3.1e-2
0.372e-6	3.11e-2
0.374e-6	3.13e-2
0.376e-6	3.14e-2
0.378e-6	3.15e-2
0.38e-6	3.16e-2
0.382e-6	3.17e-2
0.384e-6	3.19e-2
0.386e-6	3.21e-2
0.388e-6	3.22e-2
0.39e-6	3.24e-2
0.392e-6	3.26e-2
0.394e-6	3.27e-2
0.396e-6	3.29e-2
0.398e-6	3.31e-2
0.4e-6	3.32e-2
0.402e-6	3.34e-2
0.404e-6	3.36e-2
0.406e-6	3.37e-2
0.408e-6	3.39e-2
0.41e-6	3.41e-2
0.412e-6	3.43e-2
0.414e-6	3.44e-2
0.416e-6	3.46e-2
0.418e-6	3.48e-2
0.42e-6	3.5e-2
0.422e-6	3.52e-2
0.424e-6	3.54e-2
0.426e-6	3.56e-2
0.428e-6	3.59e-2
0.43e-6	3.61e-2
0.432e-6	3.63e-2
0.434e-6	3.66e-2
0.436e-6	3.68e-2
0.438e-6	3.71e-2
0.44e-6	3.74e-2
0.442e-6	3.76e-2
0.444e-6	3.78e-2
0.446e-6	3.81e-2
0.448e-6	3.83e-2
0.45e-6	3.86e-2
0.452e-6	3.88e-2
0.454e-6	3.9e-2
0.456e-6	3.92e-2
0.458e-6	3.94e-2
0.46e-6	3.96e-2
0.462e-6	3.98e-2
0.464e-6	4e-2
0.466e-6	4.01e-2
0.468e-6	4.03e-2
0.47e-6	4.04e-2
0.472e-6	4.06e-2
0.474e-6	4.08e-2
0.476e-6	4.09e-2
0.478e-6	4.11e-2
0.48e-6	4.13e-2
0.482e-6	4.15e-2
0.484e-6	4.18e-2
0.486e-6	4.2e-2
0.488e-6	4.23e-2
