   % spectral data for GretagMacbeth color checker.
   %
   % Each column represents one square, numbered raster fashion from top
   % left to bottom right.
   %
   % Data are from N. Ohta, "The Basis of Color Reproduction Engineering (Japanese)", published by Corona-sha Co of Japan in 1997                                                                                                     
   %lam [m]  S(lam)
   3.8000000e-07   4.8000000e-02   1.0300000e-01   1.1300000e-01   4.8000000e-02   1.2300000e-01   1.1000000e-01   5.3000000e-02   9.9000000e-02   9.6000000e-02   1.0100000e-01   5.6000000e-02   6.0000000e-02   6.9000000e-02   5.5000000e-02   5.2000000e-02   5.4000000e-02   1.1800000e-01   9.3000000e-02   1.5300000e-01   1.5000000e-01   1.3800000e-01   1.1300000e-01   7.4000000e-02   3.2000000e-02
   3.8500000e-07   5.1000000e-02   1.2000000e-01   1.3800000e-01   4.9000000e-02   1.5200000e-01   1.3300000e-01   5.4000000e-02   1.2000000e-01   1.0800000e-01   1.1500000e-01   5.8000000e-02   6.1000000e-02   8.1000000e-02   5.6000000e-02   5.2000000e-02   5.3000000e-02   1.4200000e-01   1.1000000e-01   1.8900000e-01   1.8400000e-01   1.6700000e-01   1.3100000e-01   7.9000000e-02   3.3000000e-02
   3.9000000e-07   5.5000000e-02   1.4100000e-01   1.7400000e-01   4.9000000e-02   1.9700000e-01   1.6700000e-01   5.4000000e-02   1.5000000e-01   1.2300000e-01   1.3500000e-01   5.9000000e-02   6.3000000e-02   9.6000000e-02   5.7000000e-02   5.2000000e-02   5.4000000e-02   1.7900000e-01   1.3400000e-01   2.4500000e-01   2.3500000e-01   2.0600000e-01   1.5000000e-01   8.4000000e-02   3.3000000e-02
   3.9500000e-07   6.0000000e-02   1.6300000e-01   2.1900000e-01   4.9000000e-02   2.5800000e-01   2.0800000e-01   5.4000000e-02   1.8900000e-01   1.3500000e-01   1.5700000e-01   5.9000000e-02   6.4000000e-02   1.1400000e-01   5.8000000e-02   5.2000000e-02   5.3000000e-02   2.2800000e-01   1.6400000e-01   3.1900000e-01   2.9900000e-01   2.4900000e-01   1.6900000e-01   8.8000000e-02   3.4000000e-02
   4.0000000e-07   6.5000000e-02   1.8200000e-01   2.6600000e-01   5.0000000e-02   3.2800000e-01   2.5200000e-01   5.4000000e-02   2.3100000e-01   1.4400000e-01   1.7700000e-01   6.0000000e-02   6.5000000e-02   1.3600000e-01   5.8000000e-02   5.1000000e-02   5.3000000e-02   2.8300000e-01   1.9500000e-01   4.0900000e-01   3.7200000e-01   2.8900000e-01   1.8300000e-01   9.1000000e-02   3.5000000e-02
   4.0500000e-07   6.8000000e-02   1.9200000e-01   3.0000000e-01   4.9000000e-02   3.8500000e-01   2.8400000e-01   5.4000000e-02   2.6800000e-01   1.4500000e-01   1.9100000e-01   6.1000000e-02   6.5000000e-02   1.5600000e-01   5.8000000e-02   5.1000000e-02   5.3000000e-02   3.2200000e-01   2.2000000e-01   5.3600000e-01   4.5900000e-01   3.2400000e-01   1.9300000e-01   9.3000000e-02   3.5000000e-02
   4.1000000e-07   6.8000000e-02   1.9700000e-01   3.2000000e-01   4.9000000e-02   4.1800000e-01   3.0300000e-01   5.3000000e-02   2.9300000e-01   1.4400000e-01   1.9900000e-01   6.1000000e-02   6.4000000e-02   1.7500000e-01   5.9000000e-02   5.0000000e-02   5.3000000e-02   3.4300000e-01   2.3800000e-01   6.7100000e-01   5.2900000e-01   3.4600000e-01   1.9900000e-01   9.4000000e-02   3.6000000e-02
   4.1500000e-07   6.7000000e-02   1.9900000e-01   3.3000000e-01   5.0000000e-02   4.3700000e-01   3.1400000e-01   5.3000000e-02   3.1100000e-01   1.4100000e-01   2.0300000e-01   6.1000000e-02   6.4000000e-02   1.9300000e-01   5.9000000e-02   5.0000000e-02   5.2000000e-02   3.5400000e-01   2.4900000e-01   7.7200000e-01   5.6400000e-01   3.5400000e-01   2.0100000e-01   9.4000000e-02   3.6000000e-02
   4.2000000e-07   6.4000000e-02   2.0100000e-01   3.3600000e-01   5.0000000e-02   4.4600000e-01   3.2200000e-01   5.2000000e-02   3.2400000e-01   1.3800000e-01   2.0600000e-01   6.2000000e-02   6.4000000e-02   2.0800000e-01   5.9000000e-02   4.9000000e-02   5.2000000e-02   3.5900000e-01   2.5800000e-01   8.4000000e-01   5.8000000e-01   3.5700000e-01   2.0200000e-01   9.4000000e-02   3.6000000e-02
   4.2500000e-07   6.2000000e-02   2.0300000e-01   3.3700000e-01   5.1000000e-02   4.4800000e-01   3.2900000e-01   5.2000000e-02   3.3500000e-01   1.3400000e-01   1.9800000e-01   6.3000000e-02   6.4000000e-02   2.2400000e-01   6.0000000e-02   4.9000000e-02   5.2000000e-02   3.5700000e-01   2.7000000e-01   8.6800000e-01   5.8400000e-01   3.5800000e-01   2.0300000e-01   9.4000000e-02   3.6000000e-02
