% from http://cvrl.ioo.ucl.ac.uk/database/data/cones/linss2_10e_5.txt
390e-9,  4.15003E-04,  3.68349E-04,  9.54729E-03
395e-9,  1.05192E-03,  9.58658E-04,  2.38250E-02
400e-9,  2.40836E-03,  2.26991E-03,  5.66498E-02
405e-9,  4.83339E-03,  4.70010E-03,  1.22451E-01
410e-9,  8.72127E-03,  8.79369E-03,  2.33008E-01
415e-9,  1.33837E-02,  1.45277E-02,  3.81363E-01
420e-9,  1.84480E-02,  2.16649E-02,  5.43618E-01
425e-9,  2.29317E-02,  2.95714E-02,  6.74474E-01
430e-9,  2.81877E-02,  3.94566E-02,  8.02555E-01
435e-9,  3.41054E-02,  5.18199E-02,  9.03573E-01
440e-9,  4.02563E-02,  6.47782E-02,  9.91020E-01
445e-9,  4.49380E-02,  7.58812E-02,  9.91515E-01
450e-9,  4.98639E-02,  8.70524E-02,  9.55393E-01
455e-9,  5.53418E-02,  9.81934E-02,  8.60240E-01
460e-9,  6.47164E-02,  1.16272E-01,  7.86704E-01
465e-9,  8.06894E-02,  1.44541E-01,  7.38268E-01
470e-9,  9.94755E-02,  1.75893E-01,  6.46359E-01
475e-9,  1.18802E-01,  2.05398E-01,  5.16411E-01
480e-9,  1.40145E-01,  2.35754E-01,  3.90333E-01
485e-9,  1.63952E-01,  2.68063E-01,  2.90322E-01
490e-9,  1.91556E-01,  3.03630E-01,  2.11867E-01
495e-9,  2.32926E-01,  3.57061E-01,  1.60526E-01
500e-9,  2.88959E-01,  4.27764E-01,  1.22839E-01
505e-9,  3.59716E-01,  5.15587E-01,  8.88965E-02
510e-9,  4.43683E-01,  6.15520E-01,  6.08210E-02
515e-9,  5.36494E-01,  7.19154E-01,  4.28123E-02
520e-9,  6.28561E-01,  8.16610E-01,  2.92033E-02
525e-9,  7.04720E-01,  8.85550E-01,  1.93912E-02
530e-9,  7.70630E-01,  9.35687E-01,  1.26013E-02
535e-9,  8.25711E-01,  9.68858E-01,  8.09453E-03
540e-9,  8.81011E-01,  9.95217E-01,  5.08900E-03
545e-9,  9.19067E-01,  9.97193E-01,  3.16893E-03
550e-9,  9.40198E-01,  9.77193E-01,  1.95896E-03
555e-9,  9.65733E-01,  9.56583E-01,  1.20277E-03
560e-9,  9.81445E-01,  9.17750E-01,  7.40174E-04
565e-9,  9.94486E-01,  8.73205E-01,  4.55979E-04
570e-9,  9.99993E-01,  8.13509E-01,  2.81800E-04
575e-9,  9.92310E-01,  7.40291E-01,  1.75039E-04
580e-9,  9.69429E-01,  6.53274E-01,  1.09454E-04
585e-9,  9.55602E-01,  5.72597E-01,  6.89991E-05
590e-9,  9.27673E-01,  4.92599E-01,  4.39024E-05
595e-9,  8.85969E-01,  4.11246E-01,  2.82228E-05
600e-9,  8.33982E-01,  3.34429E-01,  1.83459E-05
605e-9,  7.75103E-01,  2.64872E-01,  1.20667E-05
610e-9,  7.05713E-01,  2.05273E-01,  8.03488E-06
615e-9,  6.30773E-01,  1.56243E-01,  5.41843E-06
620e-9,  5.54224E-01,  1.16641E-01,  0
625e-9,  4.79941E-01,  8.55872E-02,  0
630e-9,  4.00711E-01,  6.21120E-02,  0
635e-9,  3.27864E-01,  4.44879E-02,  0
640e-9,  2.65784E-01,  3.14282E-02,  0
645e-9,  2.13284E-01,  2.18037E-02,  0
650e-9,  1.65141E-01,  1.54480E-02,  0
655e-9,  1.24749E-01,  1.07120E-02,  0
660e-9,  9.30085E-02,  7.30255E-03,  0
665e-9,  6.85100E-02,  4.97179E-03,  0
670e-9,  4.98661E-02,  3.43667E-03,  0
675e-9,  3.58233E-02,  2.37617E-03,  0
680e-9,  2.53790E-02,  1.63734E-03,  0
685e-9,  1.77201E-02,  1.12128E-03,  0
690e-9,  1.21701E-02,  7.61051E-04,  0
695e-9,  8.47170E-03,  5.25457E-04,  0
700e-9,  5.89749E-03,  3.65317E-04,  0
705e-9,  4.09129E-03,  2.53417E-04,  0
710e-9,  2.80447E-03,  1.74402E-04,  0
715e-9,  1.92058E-03,  1.20608E-04,  0
720e-9,  1.32687E-03,  8.41716E-05,  0
725e-9,  9.17777E-04,  5.89349E-05,  0
730e-9,  6.39373E-04,  4.16049E-05,  0
735e-9,  4.46035E-04,  2.94354E-05,  0
740e-9,  3.10869E-04,  2.08860E-05,  0
745e-9,  2.19329E-04,  1.50458E-05,  0
750e-9,  1.54549E-04,  1.08200E-05,  0
755e-9,  1.09508E-04,  7.82271E-06,  0
760e-9,  7.79912E-05,  5.69093E-06,  0
765e-9,  5.56264E-05,  4.13998E-06,  0
770e-9,  3.99295E-05,  3.02683E-06,  0
775e-9,  2.86163E-05,  2.21100E-06,  0
780e-9,  2.07321E-05,  1.63433E-06,  0
785e-9,  1.50432E-05,  1.21054E-06,  0
790e-9,  1.09446E-05,  8.99170E-07,  0
795e-9,  7.97750E-06,  6.69594E-07,  0
800e-9,  5.85057E-06,  5.03187E-07,  0
805e-9,  4.31102E-06,  3.80046E-07,  0
810e-9,  3.17009E-06,  2.86329E-07,  0
815e-9,  2.34468E-06,  2.16878E-07,  0
820e-9,  1.74666E-06,  1.65158E-07,  0
825e-9,  1.30241E-06,  1.25508E-07,  0
830e-9,  9.74306E-07,  9.53411E-08,  0
