Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-136.40938	16.906878	-106.3165	-172.72295	100.0	-0.06502796	0.017177187	-0.028880868	-0.14385656	5000	3.1118392e-07	3269.3374	-0.016771585	-1777.2609	0.9189437	0.00214527	0.0696	79.0	4.636415958404541
1	-143.08719	19.166967	-99.68884	-181.32117	100.0	-25.023178	2.9971647	-17.609657	-33.392555	10000	-4.3821334e-08	1677.6565	-0.016663367	-998.0547	0.9153967	0.0020151048	0.0818	79.0	9.471125841140747
2	-136.27237	17.976376	-97.216354	-178.04456	100.0	-52.2689	3.598553	-39.17705	-62.343548	15000	-2.1271407e-09	625.174	-0.018966192	-202.38327	0.907277	0.0024133967	0.0816	79.0	14.299837827682495
3	-141.19153	17.641588	-104.20114	-177.91566	100.0	-53.02125	8.052698	-17.136585	-68.53956	20000	3.1650067e-09	475.21576	-0.01931083	-133.0162	0.8990822	0.003992411	0.092	79.0	19.231366872787476
4	-131.93651	19.5798	-94.89815	-169.93956	100.0	-48.994526	15.910873	0.9688275	-79.115364	25000	2.231896e-08	252.63162	-0.02199071	-61.404007	0.89445347	0.0041439445	0.1236	79.0	24.07229471206665
5	-131.37698	20.342003	-90.997986	-175.6925	100.0	-44.00353	22.125072	1.61599	-84.77492	30000	2.4628639e-08	164.03136	-0.026857084	-41.382904	0.9026702	0.010198397	0.1588	79.0	29.064687728881836
6	-125.71203	19.421211	-69.06346	-168.32382	100.0	-43.153667	25.178085	0.3417735	-89.503685	35000	-1.14917755e-08	97.98633	-0.010220219	-25.819275	0.9016526	0.017885188	0.2324	6.0	33.29031777381897
7	-112.73423	17.806658	-68.62041	-145.329	100.0	-38.917175	25.066309	-0.52111524	-88.361984	40000	-1.963973e-09	69.386246	-0.0067514814	-26.306503	0.9020507	0.01733468	0.2714	6.0	37.36308479309082
8	-98.934875	18.038399	-64.118744	-145.8386	100.0	-33.681564	24.295485	-1.035733	-86.01111	45000	-6.0260295e-09	56.1261	-0.007140799	-27.046064	0.9023706	0.01610228	0.2522	6.0	41.42620277404785
9	-86.58506	17.450562	-53.341274	-126.37705	100.0	-27.405487	21.28871	-1.843283	-75.52504	50000	-1.2755395e-09	38.52276	-0.009520777	-16.13019	0.90199107	0.016235217	0.2326	5.0	45.46927881240845
10	-82.208084	12.342017	-57.528614	-108.5261	100.0	-23.122633	19.029404	-1.7966132	-70.72671	55000	-2.9299407e-09	41.576694	-0.006718314	-17.094326	0.90157145	0.017384004	0.2368	5.0	49.73496675491333
11	-82.26281	14.748558	-43.777367	-112.72258	100.0	-21.964727	16.611994	-3.7594826	-67.01455	60000	1.7553567e-08	90.14739	-0.02238997	-37.631897	0.9011641	0.008985348	0.1166	79.0	54.57774066925049
12	-85.010994	17.007816	-52.195877	-130.99419	100.0	-26.682682	14.100015	-9.230638	-67.29067	65000	-8.747727e-09	120.05872	-0.023086548	-27.742683	0.9010632	0.006027522	0.1226	79.0	59.438926696777344
13	-82.911934	19.353037	-44.085217	-135.57262	100.0	-28.101593	13.865223	-7.634454	-66.82749	70000	4.4941904e-09	84.96289	-0.02348097	-12.561211	0.9007093	0.0052788113	0.1286	79.0	64.20795583724976
14	-82.513565	15.0687065	-54.79671	-132.6416	100.0	-26.846188	13.916309	-5.5313683	-66.0446	75000	1.7762184e-09	73.21665	-0.024951814	-8.546814	0.8962118	0.007422158	0.134	79.0	69.1364517211914
15	-77.54052	18.23869	-45.80927	-115.24943	100.0	-26.764387	13.0496855	-4.856727	-65.85914	80000	-9.137392e-09	73.0145	-0.028111765	-10.329548	0.8895569	0.009792881	0.1572	79.0	74.10335898399353
16	-75.05522	13.554777	-42.948917	-103.63838	100.0	-23.31776	13.460587	-5.132258	-61.768887	85000	1.5050173e-09	60.658607	-0.0242743	-4.8848495	0.8884811	0.008144965	0.125	79.0	79.16077589988708
17	-71.75263	11.247864	-47.296352	-93.067474	100.0	-22.77571	12.225358	-3.7065716	-59.92166	90000	1.6582012e-08	58.130074	-0.026839	-4.5177994	0.8815514	0.0108565055	0.1364	79.0	85.02185487747192
18	-65.940506	14.656562	-43.882187	-96.47873	100.0	-21.66936	11.694681	-6.306992	-61.158337	95000	7.2717665e-10	57.832645	-0.022627454	-8.605625	0.8865704	0.007277123	0.1264	79.0	90.29272675514221
19	-70.65309	13.478433	-41.685505	-100.746025	100.0	-20.029215	11.360639	-6.6795073	-57.411198	100000	-8.693338e-09	57.202892	-0.023499282	-8.187912	0.8817274	0.0075802538	0.128	79.0	95.32044172286987
20	-68.02093	11.753022	-43.463474	-100.7352	100.0	-21.737387	11.876428	-6.4848194	-58.87326	105000	6.8843367e-09	45.293327	-0.025149476	-5.2587433	0.8795779	0.014589066	0.1428	79.0	100.25581693649292
21	-66.04954	13.064887	-42.237305	-89.62146	100.0	-19.651632	11.488096	-6.139258	-56.92279	110000	5.349517e-09	61.37415	-0.022614252	-6.2094307	0.8779993	0.008100811	0.1114	79.0	105.2441349029541
22	-66.37545	11.622915	-43.190987	-89.60728	100.0	-20.615063	11.163236	-7.704647	-56.081276	115000	-2.6404858e-09	46.67851	-0.02390487	-2.6435165	0.8767414	0.0041635027	0.1426	79.0	110.13337278366089
23	-65.41766	12.368996	-37.922062	-94.61386	100.0	-20.257488	11.048712	-7.173515	-55.417324	120000	5.6058167e-09	44.926117	-0.025787588	-2.546875	0.87427866	0.0054344754	0.1304	79.0	115.44043970108032
24	-68.98973	11.800461	-43.225048	-100.34455	100.0	-19.013952	10.368969	-6.2748055	-54.760994	125000	3.1000376e-08	61.40958	-0.02947658	-17.30429	0.8731947	0.010808836	0.15	79.0	121.3281877040863
25	-68.31181	11.962932	-47.258503	-106.06094	100.0	-22.337172	11.280267	-4.1897335	-58.00408	130000	1.4960765e-08	47.186256	-0.02950238	-6.4967422	0.8708842	0.013818825	0.1694	79.0	126.69550895690918
26	-66.21094	13.212663	-41.962788	-93.60868	100.0	-20.174322	11.2482395	-4.0932317	-56.379807	135000	-2.2417307e-08	53.17641	-0.025917001	-4.5160255	0.87431705	0.008010787	0.1376	79.0	131.55956768989563
27	-63.751064	10.553766	-44.45406	-86.33324	100.0	-19.635685	11.205133	-2.8660045	-55.066593	140000	8.684396e-09	33.30618	-0.027066959	-5.0297413	0.87101895	0.010126603	0.1476	79.0	136.64659094810486
28	-65.14609	11.022697	-46.168633	-102.68143	100.0	-18.566946	11.339545	1.8045021	-53.85262	145000	1.1980533e-09	41.754364	-0.029644296	-8.012615	0.8658925	0.012338035	0.1594	79.0	141.50802993774414
29	-60.326324	13.053233	-40.0222	-90.85195	100.0	-18.000269	10.703861	-2.3564014	-54.45446	150000	6.1661005e-09	43.020874	-0.029372707	-9.615334	0.8610239	0.009837519	0.1728	79.0	146.53488993644714
30	-62.424572	14.050051	-38.05735	-91.1694	100.0	-17.86559	10.379943	-2.0234811	-53.539593	155000	-7.44462e-09	51.20875	-0.02520252	-13.434284	0.85949826	0.015264012	0.1624	33.0	151.22472500801086
31	-65.03047	12.803912	-40.34464	-99.2957	100.0	-20.103413	10.835398	-1.7722497	-55.53196	160000	1.4191866e-08	48.909405	-0.02840807	-5.755455	0.8516823	0.011956078	0.1436	79.0	156.03645968437195
32	-60.310146	12.821727	-35.97213	-97.523224	100.0	-18.599562	10.559323	-1.0587037	-54.75287	165000	9.5501544e-09	44.29887	-0.02790593	-8.554237	0.849028	0.010627297	0.1504	79.0	160.8124978542328
33	-65.55344	13.686199	-44.55812	-99.9413	100.0	-19.416882	10.410173	2.0494714	-53.197983	170000	1.22770665e-08	54.488064	-0.029532023	-7.566887	0.8414388	0.01230367	0.1526	79.0	165.74020075798035
34	-60.58296	15.857694	-39.941788	-100.790215	100.0	-19.328533	10.238394	1.477107	-54.402943	175000	-2.732873e-09	49.929337	-0.02966034	-11.865635	0.83842516	0.009130221	0.1414	79.0	170.6494016647339
35	-60.239323	14.824573	-40.08307	-93.614586	100.0	-17.346205	11.9699135	4.1030498	-53.57379	180000	3.748387e-09	49.983395	-0.030538399	-12.976593	0.8348308	0.008342955	0.1526	79.0	175.54147362709045
36	-58.629974	12.826819	-39.34541	-101.00647	100.0	-17.210459	10.321162	1.2535393	-52.23029	185000	1.2516975e-10	43.32229	-0.031142557	-6.340397	0.8310094	0.0076358095	0.1666	79.0	180.97654676437378
37	-63.09724	14.97778	-39.096523	-94.67011	100.0	-17.63409	10.819327	4.3165236	-52.80403	190000	-5.9604646e-09	46.710213	-0.030355478	-11.442795	0.8345947	0.0090789115	0.148	79.0	186.0074577331543
38	-56.714672	11.527224	-39.769882	-89.66571	100.0	-18.118324	10.520388	-1.6791941	-54.061893	195000	-2.3543834e-10	33.88064	-0.031044638	-7.7294292	0.84003687	0.01394086	0.1666	79.0	190.89021492004395
39	-58.297897	12.685357	-39.675983	-93.07465	100.0	-16.124252	10.24513	-0.8714606	-52.457134	200000	-2.874434e-09	51.222286	-0.031217208	-8.903618	0.83443016	0.0062758327	0.1412	79.0	195.70454668998718
40	-61.67752	15.427111	-40.450108	-120.240875	100.0	-17.548283	9.672474	-4.510723	-52.423786	205000	-6.1020256e-09	105.05723	-0.03153432	-23.328232	0.83014524	0.008821111	0.1918	79.0	200.86990785598755
41	-58.050068	11.5973215	-39.289833	-85.66873	100.0	-18.221312	10.1716795	-1.1295121	-52.48475	210000	1.3053417e-09	40.854767	-0.035891853	-11.042898	0.8264425	0.0117826145	0.1816	79.0	206.0320975780487
42	-56.84413	12.312335	-38.567207	-87.48844	100.0	-16.360836	9.6741495	-0.46634984	-50.60833	215000	-8.882582e-09	42.831833	-0.03045756	-7.8255043	0.8213437	0.013032498	0.1564	79.0	211.19593596458435
43	-57.389145	13.883804	-33.885807	-95.37511	100.0	-17.34519	9.853341	-0.47132176	-51.308365	220000	9.4026325e-09	35.446686	-0.03521182	-5.285967	0.8176282	0.014488141	0.187	79.0	216.06227469444275
44	-58.957977	13.781507	-37.08094	-92.19165	100.0	-17.011162	9.952451	0.32746947	-51.88635	225000	8.642673e-10	38.418663	-0.03390975	-7.355644	0.8189963	0.0061175697	0.1592	79.0	221.47006058692932
45	-59.742115	15.558767	-36.61798	-100.89037	100.0	-17.385555	10.318012	10.600459	-54.00209	230000	-5.64456e-09	61.819458	-0.033747375	-13.230694	0.8154057	0.008002411	0.1656	79.0	226.58384466171265
46	-59.74201	12.526079	-40.94168	-89.64897	100.0	-18.354221	10.1299715	-2.8770864	-52.889774	235000	-7.9274176e-10	44.44408	-0.032059636	-9.489098	0.8138235	0.011457397	0.1544	79.0	231.87018394470215
